keystone,name,Mas,Cri,Ver,Has,Agi,Int,Sta,Lee,Avo,legend1,legend2,trinket1,trinket2,t1,t2,t3,t4,t5,t6,t7
17,Troublemaker,4047,7115,9476,7069,36983,,80005,534,,Luffa Wrappings,Sephuz's Secret,Eye of Guarm,Memento of Angerboda,Brambles,Guttural Roars,Balance Affinity,Typhoon,Incarnation: Guardian of Ursoc,Guardian of Elune,Rend and Tear
17,Izaya,8484,8353,8844,5627,34540,,132577,,572,Elize's Everlasting Encasement,Luffa Wrappings,Horn of Valor,Unstable Arcanocrystal,Brambles,Guttural Roars,Balance Affinity,Typhoon,Incarnation: Guardian of Ursoc,Guardian of Elune,Rend and Tear
17,Auvers,8616,7657,4150,5810,39297,,85166,,,Luffa Wrappings,Fury of Nature,Memento of Angerboda,Bloodthirsty Instinct,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
17,Auvers,10724,5705,3396,6764,40600,,86991,,,Lady and the Child,Fury of Nature,Memento of Angerboda,Deteriorated Construct Core,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
17,Auvers,8013,8281,2323,6725,38179,,81194,551,,Lady and the Child,Fury of Nature,Memento of Angerboda,Bloodthirsty Instinct,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Survival of the Fittest,Rend and Tear
17,Emangle,8186,4741,4561,10436,37335,,82323,,,Luffa Wrappings,Fury of Nature,Umbral Moonglaives,Deteriorated Construct Core,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Ashthar,8582,2080,8244,7006,38724,,137596,,763,Lady and the Child,Fury of Nature,Memento of Angerboda,Vial of Ceaseless Toxins,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Pulverize
19,Auvers,8616,7657,4150,5810,39297,,138466,,,Luffa Wrappings,Fury of Nature,Memento of Angerboda,Bloodthirsty Instinct,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Auvers,9793,5139,2421,9505,40824,,143243,,,Lady and the Child,Fury of Nature,Memento of Angerboda,Deteriorated Construct Core,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Auvers,9359,7248,3546,6337,40028,,140226,,,Lady and the Child,Fury of Nature,Memento of Angerboda,Fang of Tichondrius,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Brathx,5421,4523,9929,9062,37962,,83044,838,,Lady and the Child,Fury of Nature,Cruel Gladiator's Accolade of Conquest,Umbral Moonglaives,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Ashthar,7135,2423,8244,8021,39587,,136118,,,Lady and the Child,Luffa Wrappings,Memento of Angerboda,Deteriorated Construct Core,Brambles,Guttural Roars,Restoration Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Pulverize
19,Auvers,10738,5721,3021,6764,41555,,142106,,,Lady and the Child,Fury of Nature,Memento of Angerboda,Deteriorated Construct Core,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Brathx,4983,5252,9554,8771,37162,,82955,838,,Lady and the Child,Fury of Nature,Cruel Gladiator's Accolade of Conquest,Umbral Moonglaives,Brambles,Guttural Roars,Balance Affinity,Typhoon,Galactic Guardian,Guardian of Elune,Rend and Tear
19,Hexz,11062,7045,4169,3505,38977,,135053,,,Elize's Everlasting Encasement,Luffa Wrappings,Nightmare Egg Shell,Darkmoon Deck: Immortality,Blood Frenzy,Guttural Roars,Balance Affinity,Typhoon,Incarnation: Guardian of Ursoc,Guardian of Elune,Rend and Tear
19,Gronnila,4432,7617,6708,9017,36033,,84779,,,Elizes ewigwährende Einhüllung,Luffawickel,Horn der Ehre,Andenken an Angerboda,Dornenranken,Wilde Attacke,Gleichgewichtsaffinität,Taifun,Inkarnation: Wächter von Ursoc,Wächter von Elune,Beißen und Reißen
Processed Data Below:

====Legendary items====
Luffa Wrappings,68
Fury of Nature,64
Lady and the Child,60
Elize's Everlasting Encasement,35
Ekowraith  Creator of Worlds,4
Elizes ewigwährende Einhüllung,3

====Trinket items====
Deteriorated Construct Core,43
Umbral Moonglaives,34
Memento of Angerboda,34
Bloodthirsty Instinct,20
Feverish Carapace,19
Cruel Gladiator's Accolade of Conquest,14

====Telents====
====T1====
Brambles,92
Blood Frenzy,23
Bristling Fur,5
====T2====
Guttural Roars,106
Wild Charge,14
Wilde Attacke,3
====T3====
Balance Affinity,113
Restoration Affinity,7
Gleichgewichtsaffinität,3
====T4====
Typhoon,115
Mighty Bash,5
Taifun,3
====T5====
Galactic Guardian,79
Incarnation: Guardian of Ursoc,41
Inkarnation: Wächter von Ursoc,3
====T6====
Guardian of Elune,114
Survival of the Fittest,6
Wächter von Elune,3
====T7====
Rend and Tear,110
Pulverize,9
Beißen und Reißen,3
